Gene	log10p	es
147	PARP3	0.052307354656424	0.0135442137608117
148	CDH6	0.0845068103219737	-0.0320534516194732
149	TOM1L1	1.41699700239832	0.0881416507114987
150	DBET	0.282314423736123	-0.107145033752149
151	HMGXB4	0.468903547948084	-0.0591173577328084
152	SMG1P6;LOC101060596;LOC105371128	0.971936255471915	-0.0468739972117649
153	TOM1	0.25105288724215	0.0778955611279376
154	SH2D3C	0.518306683357781	0.00244085033833437
155	SH2D3A	1.06028657496323	-0.0617537278953652
156	MAMLD1	0.00272180280080298	-0.0573928707312476
157	CST8	0.133447296022143	0.0394431778888219
158	RANBP9	0.402232047775438	-0.00676354033356705
159	DNAJB6	0.210443364103452	-0.0728255750476859
160	LINC00881;LOC105373218	0.350912249093983	0.144974184678573
161	CCDC180	0.325583793736413	-0.122091167647587
162	CDH7	0.0266365115494857	0.0927131593344843
163	SLC17A4	0.109718685398398	0.0915606538886147
164	LINC01602	0.421835766196443	0.17797650414533
165	LOC100505534	0.0545344065805138	0.0651933484848503
166	SPATA1	0.142019091831851	0.12411483498812
167	SPDYE18;SPDYE16	0.286647030315703	-0.0410356941088639
168	LINC01549	0.0434737026203714	0.133546775799315
169	PPP5D1	0.744931324639572	0.155340352776174
170	ARL17B	0.161899766753647	0.0669627332747913
171	LOC100506127	0.528078916588058	-0.0689723704437902
172	LOC100506248	0.849714705734797	-0.49466167802756
173	GAS6-AS2;LINC00501;KIAA1328	0.350796884093092	0.873844301166354
174	LOC100506422	0.020512907859095	0.0152448994711168
175	PRKAR2A-AS1;C1orf210	0.123265327507991	0.58734443399791
176	OCLN	0.192150563030954	-0.0575575559421454
177	SLFN12L	0.609489396640186	-0.113859925367571
178	ELOA3D;LOC101930165;LOC105369241;ELOA3C;LOC107985121;TCEB3C;ELOA3B	0.0318966349013503	0.0159857379838669
179	SMLR1	0.348687980050028	-0.0798567557280992
180	ERVK13-1	0.825285894941666	0.057128950876387
181	MICA	0.662819557062901	0.0173596517762045
182	LINC02554;LOC107986693;LINC01343	2.16777289327676	0.194243794474485
183	LOC100509620	0.1026456505183	0.168428777702895
184	SMC4	1.31100779179215	-1.14769416377856
185	TBC1D3J	0.305411108235396	-0.100508605755967
186	GJC1	0.875860478297874	-0.0837850831733157
187	LY75-CD302	0.205553995286144	0.0905475262546372
188	ARPC4-TTLL3	0.0468401071629838	-0.00754234349978529
189	MSANTD3-TMEFF1	0.51917907424516	-0.103126414643669
190	RBM14-RBM4	0.111742297874306	0.175340517107541
191	ATP5J2-PTCD1	0.239550234965168	-0.322168311673323
192	ABHD14A-ACY1	0.329753423759224	0.0654240851047269
193	CCDC169-SOHLH2	0.156651067738924	-0.166832545635574
194	RNF103-CHMP3	0.0321270785760324	0.0926868985853186
195	TMEM110-MUSTN1	0.425890034200101	-0.128068970173153
196	EPPIN-WFDC6	0.37403842828376	0.151650302367641
197	C15orf38-AP3S2	0.838424291378442	-0.103155632113868
198	NT5C1B-RDH14	0.257019017772891	0.173116490984314
199	INMT-MINDY4	0.2389357105759	0.0501731969820277
200	SLX1A-SULT1A3;SLX1B-SULT1A4	0.338763376656985	0.0286492262903679
201	PHOSPHO2-KLHL23;KLHL23	0.391189938124829	-0.0208705870302652
202	SEPT5-GP1BB	0.358175074181364	0.0273170521468395
203	FPGT-TNNI3K	0.274184166496397	-0.183189758422033
204	BLOC1S5-TXNDC5	0.154434443145803	-0.0781186686789546
205	EEF1E1-BLOC1S5	1.43802748191827	0.0849995473069844
206	RPL17-C18orf32;RPL17	1.31202797393337	-0.85044749325298
207	TGIF2-C20orf24	0.96178655173339	-0.073087203011513
208	GIMAP1-GIMAP5	0.445228847224111	0.0530852456011476
209	GJA9-MYCBP	0.204376649087892	-0.0680522289642101
210	MROH7-TTC4	0.33016916552286	0.0579582954422665
211	PMF1-BGLAP	0.14886102503045	-0.230806698797509
212	TMEM56-RWDD3	0.118790083946513	-0.0813987775145555
213	BORCS7-ASMT	0.0561255237081027	-0.0601040722598259
214	TMX2-CTNND1	0.89901156831477	0.00657821278612322
215	SAA2-SAA4	0.0518536165239591	-0.0857605855183547
216	ARL2-SNX15	0.43189465886392	-0.128008212893335
217	HSPB2-C11orf52;C11orf52	1.00513875452174	0.223685958354211
218	ST20-MTHFS;MTHFS	0.0281104817631297	-0.213306536646421
219	BLOC1S1-RDH5	0.0960215654367542	-0.131022881240599
220	POC1B-GALNT4	0.424136637540587	0.0738715690138946
221	FKBP1A-SDCBP2;SDCBP2	0.62505212113829	-0.00525148390959891
222	KLRC4-KLRK1	0.212987049224613	0.146603160559288
223	ARMCX5-GPRASP2	0.624469378367555	0.08864861993267
224	NEDD8-MDP1	0.772328580699875	-0.139325138543858
225	BCL2L2-PABPN1	0.731105079983874	0.0551443755919434
226	SERF2-C15ORF63;HYPK	0.421689328485466	-0.11173718996238
227	RPL36A-HNRNPH2	1.46877863069202	-0.0881971991983748
228	CORO7-PAM16	0.320287258910388	0.110203527111886
229	TEN1-CDK3;CDK3	0.18520176426244	0.0637609375010413
230	RAD51L3-RFFL	3.54639833537649	0.0493812261989819
231	RNASEK-C17orf49;C17orf49	0.0724107996696482	-0.0293589065913438
232	TMEM256-PLSCR3;PLSCR3	0.298266074408146	-0.106070279573641
233	ZNF559-ZNF177;ZNF177	2.3128326608174	-0.225830611816395
234	RPS10-NUDT3	0.893580159138171	-0.23225792260789
235	ZNF816-ZNF321P;ZNF321P	0.459459456011481	-0.091850857410725
236	HSPE1-MOB4	1.3107290368774	0.174637167883281
237	CKLF-CMTM1	0.610747642313436	0.0466898443230571
238	SYNJ2BP-COX16	0.379931454305572	-0.274957323730786
239	CHURC1-FNTB	0.115518245544151	-0.0632918503874841
240	MIA-RAB4B	0.844662638001964	0.144436206981414
241	RAB4B-EGLN2	0.421963303708727	0.0376029918969818
242	ZNF625-ZNF20	0.540326505826173	-0.0871567778773619
243	AP1M2	0.293143800630619	-0.0853617137573538
244	NPHP3-ACAD11	0.0444133371045393	0.0694932977995179
245	NDUFC2-KCTD14	0.0961238751145507	-0.113449940228767
246	COMMD3-BMI1	0.811727161620054	0.109588984462101
247	MSH5-SAPCD1	0.425357171289911	-0.0558943785652375
248	INO80B-WBP1	0.22445743175195	-0.19522176083751
249	MINOS1-NBL1;NBL1	3.27066474773073	-0.0984147520044474
250	ATP6V1G2-DDX39B	0.0734379275198479	0.202221068990905
251	PIR-FIGF	0.222847597347145	0.05078627357864
252	PPT2-EGFL8	0.0353020333656094	0.00690712049777595
253	C8orf44-SGK3	0.368174467882324	-0.294289789690684
254	RTEL1-TNFRSF6B	0.742511764059773	-0.0836786200241971
255	ZNF670-ZNF695	0.808478895781702	0.0700047977898587
256	UBE2F-SCLY	0.0129554916569573	0.0840413527507703
257	FXYD6-FXYD2	0.387449520703687	0.00327005526463976
258	ARHGAP19-SLIT1	0.105962683983976	0.00543497531718628
259	FAM24B-CUZD1;CUZD1	0.249403149094487	0.101227768440166
260	PRH1-PRR4	0.145826018896124	-0.020278597853262
261	BIVM-ERCC5	0.920316903396278	0.122418602665425
262	DNAAF4-CCPG1	0.0225420103896647	-0.019965119857913
263	TVP23C-CDRT4	0.00118797794824751	-0.132900722381559
264	SENP3-EIF4A1	0.845704021022666	0.378780307769867
265	P2RX5-TAX1BP3	0.178623568145692	0.11250591630095
266	SLMO2-ATP5E	0.311855242998322	-0.221671632249958
267	APOC4-APOC2	0.0175559321200334	0.0641083945051793
268	MAGEA10-MAGEA5;MAGEA5	1.97112089865118	0.050807276330849
269	TNFAIP8L2-SCNM1	0.178890826475258	0.123484897855311
270	HOXA10-HOXA9	0.875755680752289	0.146816542556604
271	URGCP-MRPS24	1.24847349116837	0.0951773598341316
272	STX16-NPEPL1	0.700524517288378	0.0295881932735702
273	HNRNPUL2-BSCL2	0.667090445721287	0.182739746550638
274	ISY1-RAB43	0.51700801442156	0.0164063772316215
275	TM4SF19-TCTEX1D2	0.650453055674448	-0.213391636074938
276	C1QTNF3-AMACR	0.141856494615674	-0.0128599303339707
277	UBA2	3.27311948530655	-0.701363794957518
278	SAE1	0.147218392549772	-0.232042809593256
279	FARSB	0.0351258977633477	-0.0538736901202393
280	ABCC5	0.53077899195027	-0.0844346649867636
281	ABCB6	0.30263386576674	0.0271141729289381
282	DNM1L	0.986180275619593	-0.406039639024613
283	CDH8	0.690569716172224	0.0539959400697866
284	ABCC9	0.439602989537271	0.105919144732348
285	ABCF2	0.207266345044582	0.00381123209108484
286	NR1H3	1.52650125525458	0.00311937438390795
287	COX17	0.146570580355724	-0.0628199736110095
288	LOC100630923	0.674140477028848	-0.0598346141874863
289	FAM47E-STBD1	0.387810430896924	-0.0955532725597446
290	SNX29P1;SNX29P2	0.406188223390069	0.0255740479339275
291	LOC100652833	0.361494313039899	0.153136569103862
292	ALOX15P1	0.64249438743954	0.0979453752211947
293	LOC100653049	0.266915421086011	-0.269541065650746
294	SCAMP2	0.0377284807814304	0.0647233816998504
295	SCAMP3	0.315854005773395	-0.0341425324864956
296	IL18BP	0.15997825174356	-0.0227371082689808
297	RWDD2B	0.56838867010642	-0.0533996455057728
298	MUC12	0.0719039540660711	-0.151727897007038
299	DPP3	0.105085322108734	-0.0726433576678717
300	SNUPN	0.686407492780467	-0.0967341504817234
301	HUWE1	0.0541085240843134	-0.487308457320657
302	PTPRU	0.600144967619452	0.0499271635094062
303	TSPAN32	0.150375226526014	0.0257193870601971
304	TSSC4	0.102891351308825	0.0780477835328783
305	ATP9A	0.0532546762455913	-0.0230119667778486
306	CDH10	0.48419612196823	0.11112797373161
307	PDCD7	0.401049949454383	-0.115315521011313
308	GPC6	0.202328716907572	-0.104369603186583
309	MYZAP	0.0207501656684464	0.128279569075892
310	USH1C	0.165841630478189	0.0740257701186291
311	PQBP1	0.384831345764053	-0.226093967771789
312	EDIL3	0.25520430724992	0.0547294196692214
313	HHLA1	1.44415068984969	-0.194810895120787
314	FSBP	0.240760359094611	0.0597521236241334
315	CYP3A7-CYP3A51P	0.355200604685744	-0.0306890948322479
316	COL4A3BP	0.909396449321941	-0.205339310353797
317	PTGES3L-AARSD1;AARSD1	0.296762414853478	0.108815790698658
318	MRPS31P5	0.318682732469521	0.0242369153255674
319	KCNK7	0.0572218369108012	-0.0338384582882368
320	CDH11	0.578534441637791	-0.153329037000819
321	UST	0.00857610012770596	0.0935383882706869
322	APOBEC3A_B	0.074539802571376	0.304871751406265
323	ARPC5	0.12114394605536	-0.00339096478740506
324	ARPC4	1.54233167552192	-0.156144319400328
325	ARPC3	0.150509836573891	-0.00841634416330205
326	ARPC1B	0.426241167488573	-0.0865651072776834
327	ACTR3	0.954279698585712	-0.190917677029443
328	ACTR2	0.112614174189627	-0.258628282973234
329	TSPAN5	0.297569821026062	-0.0646852203278704
330	TSPAN3	0.377931159875943	-0.24485059512296
331	FAM106B	0.639912069916803	0.0861809582525076
332	POTEB	0.0869394694153908	-0.00894603650536169
333	LOC100996335;LINC01663;FAM230B	1.15254518280456	0.0801282781518278
334	LOC100996337	0.204986707748952	-0.0511773567437045
335	LOC100996401	0.196050811071187	-0.0380667578491711
336	LOC100996413;LOC101060580	0.601177797581953	0.116137293335554
337	LOC100996415	0.243831594528681	-0.0171252374421725
338	LOC100996517;LOC100996716;LOC102724364	0.271082882034857	-0.146627870927395
339	FAM74A7	0.623262822626888	0.0677920198591284
340	LOC100996643	0.0740173161004747	0.251307025514949
341	LOC100996709;LOC107984156	0.156842402478745	0.0353568804053529
342	SRGAP2D	0.20531368852835	0.0976634188546767
343	LOC100996717;LOC100996763;NOTCH2NL	0.0769699230099512	-0.165642190063466
344	LOC100996724	0.147833588805451	0.249589884396277
345	SPDYE11;SPDYE13P;SPDYE15P;SPDYE14P;SPDYE10P;SPDYE8P	0.239158500925016	0.0606582667276509
346	LOC100996747	0.17511378504304	-0.278883935229467
347	NPY4R2	0.588550347338275	-0.0333638637122764
348	LOC100996792	1.38698131837622	-0.248757256277573
349	LOC100996911;LOC101929235	0.325420902163449	0.152793794315059
350	C7orf55-LUC7L2	0.169320856878301	0.0310312199395825
351	PYURF;PIGY	0.505485634364231	-0.0617559309390258
352	ADAM8	0.202575509831602	-0.0314558114126847
353	CDH12	1.6675647555887	0.0179514110514785
354	TSPAN2	0.891947148325737	0.101956634247259
355	TSFM	0.412081799256485	-0.11678980484548
356	TSPAN1	0.0152263914885398	0.10042799195537
357	PPIF	1.08835079558865	0.2380352120607
358	GOLGA8R;LOC107984057;GOLGA8N	0.0845070024966951	-0.0724141455283116
359	CTDSP2	0.227593106203209	-0.256447867521193
360	CT45A7;CT45A10	0.786353589664094	0.04583165815172
361	NBPF19;NBPF1	0.0485224426085279	-0.0583368784474677
362	OPN1MW3;OPN1MW2	0.0514037398282215	-0.0663189312335272
363	HNRNPCL4;HNRNPCL3	1.0233183470617	-0.084168713596032
364	TBC1D3G	0.269505044687978	-0.0221299245956295
365	TBC1D3K	0.237753570359927	0.0577217197367943
366	TBC1D3L	0.0653388911831733	0.0055394655885114
367	TBC1D3D	0.140943271144648	0.186310682799637
368	LOC101060399;CDR2	0.142435840316865	-0.368346609568682
369	LOC101060442;LINC01992;LOC105373943;LOC105379012;LOC107986939	1.17537884486993	0.124285003353175
370	LOC101060521;POLR3E	0.204591479371965	-0.0454461915858049
371	LOC101060524;DRD5P2	0.00341678080663862	-0.0596088654034527
372	LOC101060604;SLC7A5P2	0.896326321641442	0.0290412751381173
373	LOC101060696	0.0474904213716877	0.1622202867587
374	TRIM10	0.0602041741305544	0.0239226960798606
375	ARPC2	0.558031827836861	-0.231507951687227
376	SGK2	0.000631366525145389	-0.186217072176896
377	RAD50	0.112025385677795	0.00993924433895409
378	KIF20A	0.0573003925949987	-0.131781682939418
379	PREB	0.0281547137568441	-0.244288859874896
380	HIPK3	0.340600210414007	-0.237221306433754
381	ENAM	0.476765653025034	0.102734122139102
382	IPO11-LRRC70	0.139103188824444	-0.152610415293867
383	CDH13	0.5082632871205	0.1105180962382
384	ACTR1B	0.272475456928599	0.141094323850504
385	ACTR1A	0.941045405141287	-0.549295095158748
386	ARL4C	0.0503025870354223	-0.176756642399195
387	ARL4A	0.736571336735871	0.0450724195901141
388	ZNF263	1.51364454014146	-0.03194228999661
389	LRPPRC	0.55729937518304	-0.301048537727437
390	FRY	0.225709934580852	-0.0538436912235943
391	CDH15	0.386705654000456	-0.0879893281720685
392	PDIA6	0.0941494270056858	0.119974941978922
393	TRAP1	0.0597367706897125	0.000586213354912374
394	OPTN	1.18332984420575	0.0733922085627604
395	NAMPT	0.148407664081733	-0.184027220226913
396	CELA3A	0.04005540206073	-0.0545431596147507
397	RBM12	0.0237590746274091	-0.0498732460875657
398	YAF2	0.0554804470134477	0.0316378845703528
399	ARFRP1	0.1535784134627	-0.187674954468799
400	CDH16	1.29077970010052	-0.119028627580396
401	TOB1	0.355776942962108	-0.0849197322640849
402	LINC01587	0.0765922148735466	0.0261503252634602
403	AKAP9	0.539918019709151	-0.0127490869316863
404	CLEC3A	0.367963011126506	0.0799626485221743
405	FAM13A	0.556869195802792	-0.0845467370438731
406	G3BP1	0.168521027079779	-0.0299660876359764
407	SUGP2	0.223399806285788	0.109833760204461
408	EBI3	0.85418362841846	-0.108713192538973
409	ADGRG2	0.495331805483235	-0.00478245038891154
410	CDH17	0.141464491330483	0.045002912175383
411	MBNL2	0.295300467736201	-0.07744387886096
412	HNRNPA3P1	0.000154308775817935	-0.0414369917274997
413	ABI2	0.0798857097743703	-0.0441487810960694
414	CEBPZ	2.49789266932724	-0.641801000147974
415	PLXNC1	0.814307802877246	-0.0750532063487007
416	TRIM28	0.212735529938636	-0.134323267536202
417	RASA4	0.414872375278653	-0.0198701176185156
418	AASS	0.188989259971719	-0.0626805039871127
419	PDZK1IP1	1.37705584532886	0.0498398751611865
420	ATP6AP2	0.0249061332148116	-0.373353176925752
421	CDH18	0.187158896152675	0.00631136517739157
422	LPAR6	0.0172514078254385	0.0431998387162181
423	LPCAT3	1.1012926141028	0.146621823365196
424	WASF2	0.580641275831227	-0.0100606385176813
425	CHST4	0.853938312573621	-0.0267322736775213
426	SLC25A13	2.08955659634567	0.011277683209059
427	SLC25A15	2.32709860336212	-0.0255024200850667
428	ZNF197;ZNF660-ZNF197	0.222086574040784	-0.0625360422188063
429	SERF2	0.575856246849768	0.00798435349965023
430	CDK2	0.0814228512733978	-0.288664199362441
431	DHRS9	0.271327071569848	0.019666981116642
432	ZNF256	0.0686563843257503	-0.150470057922949
433	SPECC1L-ADORA2A	0.0686791702794484	-0.0210249994626139
434	SORBS3	0.492940873304308	0.0797024957396632
435	CNIH1	0.0698590700789803	-0.04381605475886
436	STAG3L5P-PVRIG2P-PILRB	0.354676564848085	-0.139801786966574
437	TENM1	0.0943773481182839	0.026726105417532
438	RBM7	0.427814236899048	0.00145703868648496
439	RBM6	1.62111087689673	0.172923498354293
440	RBM5	0.0615016772699132	-0.106501628895088
441	LHFPL2	1.66291596711996	0.0739822900054308
442	LHFPL6	0.0228029793740948	-0.0894380132580442
443	TNK2	0.246331230460783	-0.066543866393489
444	ALYREF	1.29783138989758	-1.27912524587078
445	CDK4	0.105128043382209	-0.226041360651933
446	TXNDC9	0.634416279315083	0.0627535201217127
447	LOC101926889	0.123846613733588	0.223354892763627
448	LOC101926969	1.72984932228475	0.00565310670455642
449	LOC101927060	0.73644500891697	0.0902763427437164
450	CH17-125A10.2;LINC01632	1.31429453166453	-1.0437660741741
451	LINC01361;LOC105369547;LOC105377362	0.841175130464051	0.178917093907593
452	LOC101927562	1.18801327414723	0.17755659018509
453	LOC101927615;LOC102723393;LOC105379274	0.669876521742683	0.296876050628325
454	HSFX4;HSFX3	0.296558611891004	0.127253458120209
455	LINC01425;LOC105379039;WHAMM	0.463910720551163	0.684192580944522
456	LOC101928058;LOC102724624;LOC388436;LOC79999	0.0383273057205822	0.520829324447612
457	LOC101928195;LOC101929583;LOC102724580;LOC102724904;LOC105379443;LOC107984066;LOC286297	0.342049022489483	-0.171268864297987
458	LOC101928208	0.146771759502282	0.055586787740557
459	LOC101928422;LOC154761	0.383148384930036	0.0341537322416
460	LOC101928556;LOC101928671	0.840865160716902	0.3208910492425
461	LOC101928635	0.0468676674546018	0.244470496234724
462	LOC101928704;LOC105377224	0.460126695578487	0.546376859457051
463	LOC101928879	0.104784697737257	0.165656850864181
464	LOC101929031;LOC102723890	1.39545631383754	-0.150840328623986
465	LOC101929141	0.168360646544333	0.190921489384187
466	LOC101929163;LINC00620	0.697728121310918	0.100602259432728
467	LOC101929322	0.785485104810497	-0.165419139809338
468	LOC101929380;LINC02547	0.637123101329407	0.00609503564113536
469	LOC101929418;LOC105371345;UBXN7	0.414682980002238	0.278715043559762
470	FANCD2P2	0.100301393582517	-0.176130376769358
471	LOC101929540	0.543240785194171	-0.00297218826169218
472	LOC101929599	0.171519827454483	0.0074701817488715
473	LOC101929738;LOC102724151;LOC102724728;LOC107985583;POM121L8P	0.520909551922099	-0.0270554912267945
474	LOC101929748	0.0905503067687734	0.0988659665836128
475	LOC101929774;LOC105369225;LOC105376844	1.16318795818055	0.125424468896556
476	LOC101929775	1.73144990421644	-0.0132321733869854
477	NBPF25P	0.0932461979201405	-0.0370435079441655
478	LOC101929796	0.912473058729099	0.129193586337505
